date_posted;funny;helpful;hour_played;recommendation;title;Rank;Year;Genre;Publisher;Global_Sales
30-09-2016;0;0;261;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
30-09-2016;0;0;342;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
30-09-2016;0;0;541;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
30-09-2016;0;0;560;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
30-09-2016;0;0;652;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
30-09-2016;0;0;1054;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
30-09-2016;0;0;1166;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;37;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;47;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;63;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;92;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;114;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;132;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;157;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;231;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;265;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;291;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;315;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;356;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;375;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;441;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;505;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;507;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;614;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;906;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;1059;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
01-10-2016;0;0;2219;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;3;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;4;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;9;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;13;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;26;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;44;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;48;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;111;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;118;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;129;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;167;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;171;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;202;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;208;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;238;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;243;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;253;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;266;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;271;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;275;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;280;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;345;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;354;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;357;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;387;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;414;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;415;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;427;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;469;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;486;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;490;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;527;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;623;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;714;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
02-10-2016;0;0;3560;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;94;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;107;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;117;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;139;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;190;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;191;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;194;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;213;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;214;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;239;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;301;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;338;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;338;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;478;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;580;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
03-10-2016;0;0;631;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;26;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;41;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;46;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;64;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;117;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;120;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;148;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;167;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;176;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;203;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;226;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;241;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;261;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;288;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;305;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;351;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;404;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;408;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;546;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;618;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;648;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;979;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;1282;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
04-10-2016;0;0;1617;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;30;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;35;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;45;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;128;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;183;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;214;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;256;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;282;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;397;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;412;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;419;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;542;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;1132;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
05-10-2016;0;0;1690;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
06-10-2016;0;0;39;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
06-10-2016;0;0;131;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
06-10-2016;0;0;140;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
06-10-2016;0;0;151;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
06-10-2016;0;0;156;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
06-10-2016;0;0;191;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
06-10-2016;0;0;310;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
06-10-2016;0;0;699;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;38;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;67;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;72;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;95;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;98;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;158;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;162;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;271;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;297;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;363;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;370;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;600;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
07-10-2016;0;0;795;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;6;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;68;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;82;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;85;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;155;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;209;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;210;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;345;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;399;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;435;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;496;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;518;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;533;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;702;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;1049;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
08-10-2016;0;0;8279;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;32;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;39;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;64;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;66;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;72;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;131;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;158;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;161;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;171;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;175;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;206;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;209;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;245;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;282;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;288;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;300;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;340;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;364;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;364;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;393;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;414;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;466;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;585;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;669;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;886;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
09-10-2016;0;0;1609;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;72;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;74;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;77;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;81;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;198;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;377;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;596;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;749;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;793;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
10-10-2016;0;0;1531;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;13;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;30;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;30;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;64;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;95;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;107;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;129;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;142;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;156;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;157;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;169;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;170;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;182;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;214;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;219;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;260;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;314;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;564;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;640;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;1087;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
11-10-2016;0;0;1266;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;63;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;65;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;67;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;88;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;119;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;192;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;205;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;208;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;323;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;342;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;371;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;462;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;613;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;757;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;1049;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
12-10-2016;0;0;1177;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
13-10-2016;0;0;1;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
13-10-2016;0;0;65;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
13-10-2016;0;0;191;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
13-10-2016;0;0;582;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
13-10-2016;0;0;608;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;11;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;31;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;42;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;61;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;79;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;95;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;101;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;264;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;268;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;322;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;339;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;388;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;537;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;541;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;587;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;1567;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
14-10-2016;0;0;3040;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;59;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;66;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;105;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;114;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;121;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;148;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;197;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;201;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;225;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;249;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;267;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;492;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
15-10-2016;0;0;629;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
16-10-2016;0;0;4;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
16-10-2016;0;0;42;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
16-10-2016;0;0;43;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
16-10-2016;0;0;44;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
16-10-2016;0;0;46;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
16-10-2016;0;0;77;Recommended;Grand Theft Auto V;1898;2015;Action;Take-Two Interactive;1,08
